latitude	longitude	store_name	code	location	imei
53.0233	-1.48119	Belper	GB	Europe/London	8630330696303481032
42.8139	-1.64295	Segundo Ensanche	ES	Europe/Madrid	863033069630348750
-1.26753	116.82887	Balikpapan	ID	Asia/Makassar	3590433799317661081
40.53123	17.58522	Francavilla Fontana	IT	Europe/Rome	3590433799317662428
40.82232	-74.15987	Nutley	US	America/New_York	359043379931766718
52.59319	13.32127	Wittenau	DE	Europe/Berlin	863033069630348685
33.42585	-6.00137	Oulmes	MA	Africa/Casablanca	8630330696303482105
4.2475	9.00472	Idenao	CM	Africa/Douala	8630330696303482246
50.86079	17.4674	Brzeg	PL	Europe/Warsaw	8630330696303481859
-33.59217	-70.6996	San Bernardo	CL	America/Santiago	863033069630348172
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	3590433799317661867
52.4581	13.28702	Dahlem	DE	Europe/Berlin	8630330696303481545
37.65639	126.835	Goyang-si	KR	Asia/Seoul	3590433799317661842
49.593777	17.250879	Olomouc	CZ	Europe/Prague	3590433799317661164
45.16024	-93.08883	Lino Lakes	US	America/Chicago	8630330696303481040
26.32293	91.00632	Barpeta	IN	Asia/Kolkata	863033069630348685
38.13708	41.00817	Silvan	TR	Europe/Istanbul	863033069630348768
53.77166	38.12408	Bogoroditsk	RU	Europe/Moscow	8630330696303482022
41.94175	123.50266	Hushitai	CN	Asia/Shanghai	8630330696303482303
-37.32167	-59.13316	Tandil	AR	America/Argentina/Buenos_Aires	8630330696303481602
46.32313	-0.45877	Niort	FR	Europe/Paris	3590433799317661313
4.88441	101.96857	Gua Musang	MY	Asia/Kuala_Lumpur	3590433799317662469
3.8801	-77.03116	Buenaventura	CO	America/Bogota	8630330696303481768
50.88506	4.07601	Denderleeuw	BE	Europe/Brussels	359043379931766510
35.06544	1.04945	Frenda	DZ	Africa/Algiers	3590433799317661156
44.59445	11.04979	Castelfranco Emilia	IT	Europe/Rome	359043379931766296
40.60538	-73.75513	Far Rockaway	US	America/New_York	359043379931766163
44.75874	19.21437	Bijeljina	BA	Europe/Sarajevo	359043379931766619
0.46005	34.11169	Busia	KE	Africa/Nairobi	8630330696303481859
41.24264	16.50104	Bisceglie	IT	Europe/Rome	8630330696303481966
50.80904	8.77069	Marburg an der Lahn	DE	Europe/Berlin	359043379931766825
41.24264	16.50104	Bisceglie	IT	Europe/Rome	359043379931766296
19.64745	-102.04897	Paracho de Verduzco	MX	America/Mexico_City	3590433799317661677
50.86079	17.4674	Brzeg	PL	Europe/Warsaw	359043379931766775
42.64685	-5.55835	Villaquilambre	ES	Europe/Madrid	863033069630348198
40.37528	28.88222	Mudanya	TR	Europe/Istanbul	359043379931766130
52.09	5.23333	Zeist	NL	Europe/Amsterdam	8630330696303482048
-30.60106	-71.19901	Ovalle	CL	America/Santiago	3590433799317661438
32.5007	-94.74049	Longview	US	America/Chicago	8630330696303481933
49.5099	6.74549	Losheim	DE	Europe/Berlin	8630330696303481669
48.35693	10.98461	Friedberg	DE	Europe/Berlin	863033069630348594
40.64621	-73.97069	Kensington	US	America/New_York	8630330696303482097
-22.97056	-46.99583	Valinhos	BR	America/Sao_Paulo	3590433799317661628
48.975658	14.480255	České Budějovice	CZ	Europe/Prague	3590433799317662352
-7.0981	109.3243	Randudongkal	ID	Asia/Jakarta	3590433799317661800
34.9	137.5	Shinshiro	JP	Asia/Tokyo	359043379931766817
5.84752	-5.682	Lakota	CI	Africa/Abidjan	3590433799317661131
43.86682	-79.2663	Markham	CA	America/Toronto	8630330696303482030
19.32889	-99.32556	San Lorenzo Acopilco	MX	America/Mexico_City	3590433799317661818
-20.25333	-43.80139	Itabirito	BR	America/Sao_Paulo	8630330696303481800
16.455	120.5875	La Trinidad	PH	Asia/Manila	359043379931766213
9.535	-13.68778	Camayenne	GN	Africa/Conakry	863033069630348768
9.89206	43.38531	Baki	SO	Africa/Mogadishu	359043379931766536
59.33333	18.28333	Boo	SE	Europe/Stockholm	863033069630348016
-15.675	-38.94722	Canavieiras	BR	America/Bahia	3590433799317662337
48.46458	9.22796	Pfullingen	DE	Europe/Berlin	8630330696303481891
17.54907	82.85749	Elamanchili	IN	Asia/Kolkata	3590433799317661446
26.11527	86.59509	Supaul	IN	Asia/Kolkata	863033069630348545
34.9	137.5	Shinshiro	JP	Asia/Tokyo	8630330696303481883
32.17629	75.06583	Fazilpur	PK	Asia/Karachi	863033069630348545
41.50343	-74.01042	Newburgh	US	America/New_York	3590433799317661495
30.46907	70.96699	Kot Addu	PK	Asia/Karachi	3590433799317662014
40.68066	-73.47429	Massapequa	US	America/New_York	8630330696303481735
-6.25	38.66667	Mvomero	TZ	Africa/Dar_es_Salaam	8630330696303481263
5.27247	-3.59625	Bonoua	CI	Africa/Abidjan	3590433799317661495
49.97704	9.15214	Aschaffenburg	DE	Europe/Berlin	359043379931766536
1.6561	103.6032	Kulai	MY	Asia/Kuala_Lumpur	863033069630348123
-34.88422	150.60036	Nowra	AU	Australia/Sydney	8630330696303481578
-7.81667	112.01667	Kediri	ID	Asia/Jakarta	8630330696303481487
44.92934	37.99117	Krymsk	RU	Europe/Moscow	3590433799317661800
13.51825	99.95469	Damnoen Saduak	TH	Asia/Bangkok	3590433799317661032
8.48714	-13.2356	Freetown	SL	Africa/Freetown	8630330696303481347
50.5107	18.30056	Strzelce Opolskie	PL	Europe/Warsaw	863033069630348693
-7.73379	113.69785	Besuki	ID	Asia/Jakarta	3590433799317662287
44.59445	11.04979	Castelfranco Emilia	IT	Europe/Rome	3590433799317662337
37.51803	15.00913	Misterbianco	IT	Europe/Rome	863033069630348677
3.8801	-77.03116	Buenaventura	CO	America/Bogota	3590433799317661875
51.39148	-0.29825	Surbiton	GB	Europe/London	359043379931766718
15.48131	-86.57415	Olanchito	HN	America/Tegucigalpa	359043379931766056
39.08367	-84.50855	Covington	US	America/New_York	8630330696303482428
18.57677	-72.22625	Croix-des-Bouquets	HT	America/Port-au-Prince	863033069630348172
-3.14306	-58.44417	Itacoatiara	BR	America/Manaus	3590433799317662170
-7.51611	109.05389	Wangon	ID	Asia/Jakarta	359043379931766593
44.92801	4.8951	Valence	FR	Europe/Paris	8630330696303481958
26.11527	86.59509	Supaul	IN	Asia/Kolkata	8630330696303481628
49.183239	15.454273	Telč	CZ	Europe/Prague	863033069630348958
40.64621	-73.97069	Kensington	US	America/New_York	3590433799317662386
39.45621	-77.96389	Martinsburg	US	America/New_York	8630330696303481255
41.24264	16.50104	Bisceglie	IT	Europe/Rome	3590433799317662246
28.98002	77.70636	Meerut	IN	Asia/Kolkata	863033069630348065
33.43443	-5.22126	Azrou	MA	Africa/Casablanca	359043379931766924
53.14657	140.72287	Nikolayevsk-on-Amure	RU	Asia/Vladivostok	863033069630348263
34.25628	-78.04471	Leland	US	America/New_York	359043379931766163
-23.85972	35.34722	Maxixe	MZ	Africa/Maputo	3590433799317661776
32.54044	-82.90375	Dublin	US	America/New_York	359043379931766700
-1.26424	104.09701	Simpang	ID	Asia/Jakarta	359043379931766056
41.50343	-74.01042	Newburgh	US	America/New_York	3590433799317662170
13.44581	101.18445	Phanat Nikhom	TH	Asia/Bangkok	863033069630348453
43.1122	12.38878	Perugia	IT	Europe/Rome	3590433799317662279
48.35693	10.98461	Friedberg	DE	Europe/Berlin	863033069630348552
55.62047	37.49338	Tyoply Stan	RU	Europe/Moscow	8630330696303481271
-32.05251	115.88782	Willetton	AU	Australia/Perth	8630330696303481321
11.12018	76.11996	Manjeri	IN	Asia/Kolkata	359043379931766957
15.45144	78.14797	Betamcherla	IN	Asia/Kolkata	8630330696303481404
7.50251	5.06258	Igbara-Odo	NG	Africa/Lagos	8630330696303481149
37.49223	15.07041	Catania	IT	Europe/Rome	8630330696303481263
41.09246	45.36561	Qazax	AZ	Asia/Baku	359043379931766734
31.76212	-95.63079	Palestine	US	America/Chicago	863033069630348636
41.1053	-7.32097	Custoias	PT	Europe/Lisbon	8630330696303481966
50.8	3.16667	Wevelgem	BE	Europe/Brussels	8630330696303481248
14.14989	121.3152	Calauan	PH	Asia/Manila	8630330696303481404
30.46907	70.96699	Kot Addu	PK	Asia/Karachi	359043379931766866
25.92493	73.66633	Sojat	IN	Asia/Kolkata	359043379931766015
61.78491	34.34691	Petrozavodsk	RU	Europe/Moscow	863033069630348685
50.64336	7.2278	Bad Honnef	DE	Europe/Berlin	8630330696303481933
51.82721	107.60627	Ulan-Ude	RU	Asia/Irkutsk	359043379931766817
28.54944	-81.77285	Clermont	US	America/New_York	8630330696303481263
-21.44236	27.46153	Tonota	BW	Africa/Gaborone	359043379931766734
-4.24444	-42.29444	Barras	BR	America/Fortaleza	863033069630348859
38.55632	69.01354	Vahdat	TJ	Asia/Dushanbe	8630330696303482279
-6.25	38.66667	Mvomero	TZ	Africa/Dar_es_Salaam	3590433799317661560
26.67319	31.4976	Juhaynah	EG	Africa/Cairo	359043379931766064
46.7055	38.2739	Yeysk	RU	Europe/Moscow	863033069630348743
18.51957	73.85535	Pune	IN	Asia/Kolkata	3590433799317661263
42.8139	-1.64295	Segundo Ensanche	ES	Europe/Madrid	8630330696303481339
52.66277	-2.01111	Great Wyrley	GB	Europe/London	8630330696303481677
40.67705	-73.89125	Cypress Hills	US	America/New_York	8630330696303482212
51.168	7.973	Finnentrop	DE	Europe/Berlin	3590433799317662113
50.72043	11.34046	Rudolstadt	DE	Europe/Berlin	3590433799317661800
51.65	-0.2	Barnet	GB	Europe/London	3590433799317661990
34.4833	136.84186	Toba	JP	Asia/Tokyo	863033069630348073
53.16167	6.76111	Hoogezand	NL	Europe/Amsterdam	863033069630348727
35.06667	135.21667	Sasayama	JP	Asia/Tokyo	8630330696303481412
53.6052	10.03988	Barmbek-Nord	DE	Europe/Berlin	863033069630348909
25.75728	75.37991	Deoli	IN	Asia/Kolkata	863033069630348719
34.56861	105.89333	Beidao	CN	Asia/Shanghai	359043379931766577
-3.74912	-73.25383	Iquitos	PE	America/Lima	3590433799317661644
12.04161	75.35927	Talipparamba	IN	Asia/Kolkata	8630330696303482444
6.46346	-2.31938	Bibiani	GH	Africa/Accra	359043379931766007
24.41288	76.56719	Aklera	IN	Asia/Kolkata	8630330696303481354
43.91452	-69.96533	Brunswick	US	America/New_York	8630330696303481750
64.5635	39.8302	Severodvinsk	RU	Europe/Moscow	3590433799317661115
3.7278	98.6738	Labuhan Deli	ID	Asia/Jakarta	863033069630348578
22.75218	72.68533	Kheda	IN	Asia/Kolkata	863033069630348149
33.98154	-81.23621	Lexington	US	America/New_York	3590433799317661206
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	3590433799317661933
35.95664	36.7138	Binnish	SY	Asia/Damascus	3590433799317661859
41.9001	-71.08977	Taunton	US	America/New_York	8630330696303481560
12.04161	75.35927	Talipparamba	IN	Asia/Kolkata	3590433799317662022
36.6009	126.665	Hongseong	KR	Asia/Seoul	359043379931766197
26.76628	83.36889	Gorakhpur	IN	Asia/Kolkata	863033069630348909
15.58552	102.42587	Bua Yai	TH	Asia/Bangkok	359043379931766221
43.78956	7.60872	Ventimiglia	IT	Europe/Rome	359043379931766015
52.48173	-2.12139	Brierley Hill	GB	Europe/London	8630330696303481487
27.9247	78.40102	Chharra	IN	Asia/Kolkata	8630330696303481461
-6.8	39.25	Magomeni	TZ	Africa/Dar_es_Salaam	863033069630348164
10.66668	-61.51889	Port of Spain	TT	America/Port_of_Spain	3590433799317661370
16.06213	76.0586	Hungund	IN	Asia/Kolkata	359043379931766700
8.56697	123.33471	Dipolog	PH	Asia/Manila	3590433799317661255
9.58126	8.2926	Kafanchan	NG	Africa/Lagos	359043379931766577
9.3337	122.8637	Santa Catalina	PH	Asia/Manila	8630330696303481909
31.39547	34.75699	Rahat	IL	Asia/Jerusalem	3590433799317661834
35.74788	-95.36969	Muskogee	US	America/Chicago	3590433799317661362
6.84019	79.87116	Dehiwala-Mount Lavinia	LK	Asia/Colombo	8630330696303482162
54.39635	24.04142	Alytus	LT	Europe/Vilnius	3590433799317661800
24.41288	76.56719	Aklera	IN	Asia/Kolkata	3590433799317661669
41.91738	3.1631	Palafrugell	ES	Europe/Madrid	359043379931766585
36.19278	117.65694	Laiwu	CN	Asia/Shanghai	3590433799317661933
29.69221	72.54566	Hasilpur	PK	Asia/Karachi	3590433799317661784
65.84811	24.14662	Tornio	FI	Europe/Helsinki	3590433799317662493
35.48199	137.02166	Minokamo	JP	Asia/Tokyo	3590433799317662428
26.91756	-82.07842	Punta Gorda Isles	US	America/New_York	3590433799317662022
21.34222	71.30633	Kundla	IN	Asia/Kolkata	863033069630348420
44.27804	-88.27205	Kaukauna	US	America/Chicago	8630330696303482246
45.49428	-122.86705	Aloha	US	America/Los_Angeles	359043379931766999
-37.88333	145.06667	Carnegie	AU	Australia/Melbourne	8630330696303482287
18.57677	-72.22625	Croix-des-Bouquets	HT	America/Port-au-Prince	359043379931766676
-3.20333	-52.20639	Altamira	BR	America/Santarem	8630330696303481065
13.8196	100.04427	Nakhon Pathom	TH	Asia/Bangkok	3590433799317661610
-7.57897	112.23109	Diwek	ID	Asia/Jakarta	3590433799317662436
9.92787	-84.13722	San Rafael	CR	America/Costa_Rica	8630330696303481834
0.46005	34.11169	Busia	KE	Africa/Nairobi	359043379931766577
33.93113	-117.54866	Norco	US	America/Los_Angeles	863033069630348594
38.70734	-77.02303	Fort Washington	US	America/New_York	8630330696303482030
31.96258	73.97117	Naushahra Virkan	PK	Asia/Karachi	3590433799317661438
43.54072	-116.56346	Nampa	US	America/Boise	3590433799317662394
-44.39672	171.25364	Timaru	NZ	Pacific/Auckland	863033069630348743
23.18	88.58	Aistala	IN	Asia/Kolkata	863033069630348099
37.19723	122.05228	Tianfu	CN	Asia/Shanghai	863033069630348222
22.37066	114.10479	Tsuen Wan	HK	Asia/Hong_Kong	3590433799317662006
41.55815	-73.0515	Waterbury	US	America/New_York	3590433799317661396
32.35126	-95.30106	Tyler	US	America/Chicago	3590433799317662014
12.12278	-61.62498	Grenville	GD	America/Grenada	359043379931766692
5.27247	-3.59625	Bonoua	CI	Africa/Abidjan	863033069630348172
36.76639	3.47717	Boumerdas	DZ	Africa/Algiers	8630330696303482394
50.23271	12.87117	Karlovy Vary	CZ	Europe/Prague	359043379931766015
49.183239	15.454273	Telč	CZ	Europe/Prague	8630330696303481263
48.43174	17.8031	Hlohovec	SK	Europe/Bratislava	8630330696303481594
20.88098	75.11937	Parola	IN	Asia/Kolkata	3590433799317662162
7.50251	5.06258	Igbara-Odo	NG	Africa/Lagos	359043379931766486
0.03813	36.36339	Nyahururu	KE	Africa/Nairobi	359043379931766171
36.06386	4.62744	El Achir	DZ	Africa/Algiers	359043379931766395
4.88441	101.96857	Gua Musang	MY	Asia/Kuala_Lumpur	359043379931766528
51.39148	-0.29825	Surbiton	GB	Europe/London	3590433799317661883
33.3213	130.94098	Hita	JP	Asia/Tokyo	359043379931766494
15.73628	75.96976	Gajendragarh	IN	Asia/Kolkata	3590433799317662345
42.16808	-88.42814	Huntley	US	America/Chicago	863033069630348073
3.8801	-77.03116	Buenaventura	CO	America/Bogota	8630330696303482352
44.89784	8.86374	Tortona	IT	Europe/Rome	8630330696303481669
41.8542	-87.66561	Lower West Side	US	America/Chicago	8630330696303482485
27.55898	68.21204	Larkana	PK	Asia/Karachi	8630330696303481636
42.55308	-87.93341	Pleasant Prairie	US	America/Chicago	863033069630348214
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	8630330696303481677
43.1122	12.38878	Perugia	IT	Europe/Rome	3590433799317662337
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	863033069630348222
42.819	47.1192	Buynaksk	RU	Europe/Moscow	3590433799317662113
-11.48472	-37.93278	Rio Real	BR	America/Bahia	3590433799317661842
49.5099	6.74549	Losheim	DE	Europe/Berlin	359043379931766106
26.68451	-80.66756	Belle Glade	US	America/New_York	863033069630348834
53.53041	43.67663	Nizhniy Lomov	RU	Europe/Moscow	359043379931766221
65.93381	111.4834	Aykhal	RU	Asia/Yakutsk	8630330696303481594
1.6	103.81667	Ulu Tiram	MY	Asia/Kuala_Lumpur	3590433799317662196
52.53048	13.29371	Charlottenburg-Nord	DE	Europe/Berlin	3590433799317661511
48.98994	2.1699	Herblay	FR	Europe/Paris	8630330696303482055
41.09822	120.74792	Nanpiao	CN	Asia/Shanghai	863033069630348032
36.21544	65.93249	Sar-e Pul	AF	Asia/Kabul	3590433799317661974
-15.21194	-75.11028	Minas de Marcona	PE	America/Lima	8630330696303482105
37.73222	115.70111	Hengshui	CN	Asia/Shanghai	359043379931766080
16.75973	-93.11308	Tuxtla	MX	America/Mexico_City	863033069630348826
55.62047	37.49338	Tyoply Stan	RU	Europe/Moscow	8630330696303482105
40.93121	-73.89875	Yonkers	US	America/New_York	863033069630348982
5.84752	-5.682	Lakota	CI	Africa/Abidjan	8630330696303482139
34.5624	38.28402	Tadmur	SY	Asia/Damascus	3590433799317661867
27.09978	-82.45426	Venice	US	America/New_York	3590433799317662113
45.73333	4.91667	Bron	FR	Europe/Paris	8630330696303481636
41.0051	-73.78458	Scarsdale	US	America/New_York	3590433799317661974
35.74788	-95.36969	Muskogee	US	America/Chicago	863033069630348701
42.4251	-71.06616	Malden	US	America/New_York	3590433799317662402
55.82737	-4.0573	Viewpark	GB	Europe/London	3590433799317661974
33.92866	-6.90656	Temara	MA	Africa/Casablanca	3590433799317662360
43.61062	-72.97261	Rutland	US	America/New_York	8630330696303482162
40.68066	-73.47429	Massapequa	US	America/New_York	8630330696303481800
-34.74785	-58.70072	Pontevedra	AR	America/Argentina/Buenos_Aires	3590433799317661198
4.96667	10.7	Tonga	CM	Africa/Douala	8630330696303481339
-13.7804	34.4587	Salima	MW	Africa/Blantyre	8630330696303481552
11.84962	-86.19903	Jinotepe	NI	America/Managua	3590433799317661578
18.20854	-71.10077	Santa Cruz de Barahona	DO	America/Santo_Domingo	8630330696303481842
8.56697	123.33471	Dipolog	PH	Asia/Manila	8630330696303481701
27.52948	68.75915	Khairpur Mir‚Äôs	PK	Asia/Karachi	863033069630348792
-8.66667	-35.71667	Catende	BR	America/Recife	359043379931766601
41.77583	140.73667	Hakodate	JP	Asia/Tokyo	863033069630348149
33.76446	-117.79394	North Tustin	US	America/Los_Angeles	8630330696303481172
-3.20333	-52.20639	Altamira	BR	America/Santarem	3590433799317662469
46.23899	-63.13414	Charlottetown	CA	America/Halifax	359043379931766502
37.19723	122.05228	Tianfu	CN	Asia/Shanghai	8630330696303481156
31.84568	-102.36764	Odessa	US	America/Chicago	3590433799317661610
-3.14306	-58.44417	Itacoatiara	BR	America/Manaus	3590433799317661339
55.1904	30.2049	Vitebsk	BY	Europe/Minsk	3590433799317661677
37.1759	128.9889	T‚Äôaebaek	KR	Asia/Seoul	3590433799317661156
56.03361	35.96944	Volokolamsk	RU	Europe/Moscow	359043379931766155
-21.44236	27.46153	Tonota	BW	Africa/Gaborone	3590433799317661644
50.80904	8.77069	Marburg an der Lahn	DE	Europe/Berlin	863033069630348339
30.21121	74.4818	Malaut	IN	Asia/Kolkata	359043379931766981
37.73604	-120.93549	Riverbank	US	America/Los_Angeles	359043379931766791
-22.92306	-53.13722	Loanda	BR	America/Sao_Paulo	3590433799317662477
18.51957	73.85535	Pune	IN	Asia/Kolkata	863033069630348941
19.64745	-102.04897	Paracho de Verduzco	MX	America/Mexico_City	359043379931766098
-17.74431	-48.62789	Caldas Novas	BR	America/Sao_Paulo	863033069630348255
40.87329	14.43865	Somma Vesuviana	IT	Europe/Rome	863033069630348115
37.31065	13.57661	Agrigento	IT	Europe/Rome	3590433799317661461
-4.26613	15.28318	Brazzaville	CG	Africa/Brazzaville	8630330696303482352
54.60528	18.34717	Reda	PL	Europe/Warsaw	8630330696303481529
22.37066	114.10479	Tsuen Wan	HK	Asia/Hong_Kong	8630330696303481693
33.03699	-117.29198	Encinitas	US	America/Los_Angeles	3590433799317662139
5.84752	-5.682	Lakota	CI	Africa/Abidjan	863033069630348008
40.1675	34.37389	Sungurlu	TR	Europe/Istanbul	359043379931766833
47.30997	8.52462	Adliswil	CH	Europe/Zurich	359043379931766700
42.06166	-1.60452	Tudela	ES	Europe/Madrid	3590433799317661628
34.31	-2.16	Jerada	MA	Africa/Casablanca	3590433799317662154
28.54944	-81.77285	Clermont	US	America/New_York	359043379931766395
33.35283	-111.78903	Gilbert	US	America/Phoenix	3590433799317661537
12.35275	121.06761	San Jose	PH	Asia/Manila	863033069630348388
39.72943	-104.83192	Aurora	US	America/Denver	8630330696303481115
30.17746	-81.38758	Palm Valley	US	America/New_York	3590433799317662014
30.76468	74.12286	Kanganpur	PK	Asia/Karachi	359043379931766957
32.35126	-95.30106	Tyler	US	America/Chicago	3590433799317662097
33.93113	-117.54866	Norco	US	America/Los_Angeles	3590433799317661461
23.0072	-82.4017	Boyeros	CU	America/Havana	8630330696303482006
38.96372	-76.99081	Chillum	US	America/New_York	3590433799317661917
25.92493	73.66633	Sojat	IN	Asia/Kolkata	863033069630348404
54.39635	24.04142	Alytus	LT	Europe/Vilnius	359043379931766619
32.42067	-104.22884	Carlsbad	US	America/Denver	3590433799317662402
43.41949	77.0202	Otegen Batyra	KZ	Asia/Almaty	8630330696303482402
42.97086	-82.42491	Port Huron	US	America/Detroit	863033069630348693
36.20829	-115.98391	Pahrump	US	America/Los_Angeles	359043379931766254
49.5099	6.74549	Losheim	DE	Europe/Berlin	8630330696303481107
24.28859	116.11768	Meizhou	CN	Asia/Shanghai	3590433799317661016
30.81383	75.16878	Moga	IN	Asia/Kolkata	863033069630348388
6.33444	124.95278	Tupi	PH	Asia/Manila	3590433799317661669
36.53333	136.61667	Nonoichi	JP	Asia/Tokyo	3590433799317661727
49.5099	6.74549	Losheim	DE	Europe/Berlin	3590433799317661693
42.7392	-84.62081	Waverly	US	America/Detroit	3590433799317661677
4.73245	-74.26419	Madrid	CO	America/Bogota	863033069630348784
48.98994	2.1699	Herblay	FR	Europe/Paris	8630330696303481727
10.22677	-67.33122	La Victoria	VE	America/Caracas	359043379931766577
48.98333	2.61667	Mitry-Mory	FR	Europe/Paris	863033069630348180
31.28092	74.85849	Patti	IN	Asia/Kolkata	359043379931766809
44.35056	142.45778	Nayoro	JP	Asia/Tokyo	359043379931766940
14.8361	120.97844	Guyong	PH	Asia/Manila	3590433799317662121
52.14	5.58472	Barneveld	NL	Europe/Amsterdam	8630330696303481016
16.06213	76.0586	Hungund	IN	Asia/Kolkata	8630330696303481321
61.78491	34.34691	Petrozavodsk	RU	Europe/Moscow	359043379931766619
43.86682	-79.2663	Markham	CA	America/Toronto	3590433799317662014
34.08565	74.80555	Srinagar	IN	Asia/Kolkata	8630330696303481586
10.66668	-61.51889	Port of Spain	TT	America/Port_of_Spain	3590433799317661826
15.48131	-86.57415	Olanchito	HN	America/Tegucigalpa	863033069630348578
49.144482	15.006139	Jindřichův Hradec	CZ	Europe/Prague	8630330696303481743
33.35283	-111.78903	Gilbert	US	America/Phoenix	3590433799317661826
37.05944	37.3825	Gaziantep	TR	Europe/Istanbul	3590433799317661313
-37.9	145.18333	Wheelers Hill	AU	Australia/Melbourne	8630330696303482337
42.64031	125.51176	Dongfeng	CN	Asia/Shanghai	8630330696303482014
20.88953	-156.47432	Kahului	US	Pacific/Honolulu	863033069630348487
43.48961	-8.2194	Ferrol	ES	Europe/Madrid	359043379931766932
-8.73508	24.99798	Kamina	CD	Africa/Lubumbashi	8630330696303481925
53.53333	-7.35	An Muileann gCearr	IE	Europe/Dublin	3590433799317661628
-1.26753	116.82887	Balikpapan	ID	Asia/Makassar	863033069630348222
51.65	-0.2	Barnet	GB	Europe/London	8630330696303481651
32.54278	111.50861	Danjiangkou	CN	Asia/Shanghai	863033069630348321
36.24624	139.07204	Fujioka	JP	Asia/Tokyo	863033069630348966
33.14447	47.3799	Darreh Shahr	IR	Asia/Tehran	359043379931766643
52.41667	0.75	Thetford	GB	Europe/London	359043379931766999
50.23019	8.77155	Karben	DE	Europe/Berlin	359043379931766197
53.0233	-1.48119	Belper	GB	Europe/London	863033069630348560
38.68712	-4.10734	Puertollano	ES	Europe/Madrid	3590433799317662303
6.46346	-2.31938	Bibiani	GH	Africa/Accra	8630330696303481073
39.08367	-84.50855	Covington	US	America/New_York	359043379931766049
37.49223	15.07041	Catania	IT	Europe/Rome	8630330696303482253
7.62789	4.74161	Ilesa	NG	Africa/Lagos	863033069630348776
51.24197	4.82313	Lille	BE	Europe/Brussels	863033069630348610
51.19139	6.51352	Korschenbroich	DE	Europe/Berlin	863033069630348479
35.20889	111.73861	Changzhi	CN	Asia/Shanghai	3590433799317662279
7.50251	5.06258	Igbara-Odo	NG	Africa/Lagos	359043379931766072
6.95194	121.96361	Recodo	PH	Asia/Manila	3590433799317661024
12.04161	75.35927	Talipparamba	IN	Asia/Kolkata	8630330696303481917
27.09978	-82.45426	Venice	US	America/New_York	3590433799317661446
7.62789	4.74161	Ilesa	NG	Africa/Lagos	359043379931766841
33.52253	-117.70755	Laguna Niguel	US	America/Los_Angeles	359043379931766841
48.79325	2.29275	Fontenay-aux-Roses	FR	Europe/Paris	863033069630348156
39.00622	-77.4286	Sterling	US	America/New_York	8630330696303481313
35.20889	111.73861	Changzhi	CN	Asia/Shanghai	863033069630348735
8.62261	-70.20749	Barinas	VE	America/Caracas	3590433799317661685
30.29184	71.67164	Qadirpur Ran	PK	Asia/Karachi	8630330696303481164
43.1122	12.38878	Perugia	IT	Europe/Rome	3590433799317661297
40.37528	28.88222	Mudanya	TR	Europe/Istanbul	3590433799317661610
33.72255	-116.37697	Palm Desert	US	America/Los_Angeles	3590433799317662360
54.90083	38.07083	Stupino	RU	Europe/Moscow	8630330696303482386
-23.85972	35.34722	Maxixe	MZ	Africa/Maputo	8630330696303482063
-11.94306	-76.70944	Chosica	PE	America/Lima	8630330696303481008
