ts	imei	mwra	c.katana	c.dogalize	c.android.gm	c.android.chrome	c.android.youtube	c.UCMobile.intl	c.updateassist	c.UCMobile.x86	c.android.vending	c.raider
2018-05-05 10:50:00	359043379931766049	0.00000	11.91043	16.18755	12.76851	13.23028	12.39982	46.34429	54.45981	61.48751	74.05286	82.58147
2018-05-05 10:51:00	359043379931766577	1.00000	15.18808	7.64056	13.71774	10.41832	10.12669	69.47573	57.53231	58.58245	9.62345	8.32990
2018-05-05 10:52:00	863033069630348222	1.00000	13.01598	18.33161	13.91865	15.50575	11.64825	60.80590	51.51134	51.17026	56.14895	44.48870
2018-05-05 10:53:00	359043379931766510	0.00000	12.54451	13.20113	9.65038	10.04484	11.80752	62.12342	39.77174	54.09222	18.78970	59.51419
2018-05-05 10:54:00	3590433799317661339	0.00000	10.26340	9.88345	10.66891	16.17874	13.12898	68.47537	53.48660	49.19324	39.53446	1.20105
2018-05-05 10:55:00	3590433799317661305	0.00000	12.77683	9.28872	11.16603	12.77704	13.31159	60.17890	54.89396	42.41359	52.50990	1.42999
2018-05-05 10:56:00	863033069630348784	1.00000	14.68808	8.54566	12.53976	7.65911	10.59639	54.13982	54.87804	70.02750	79.96389	78.32682
2018-05-05 10:57:00	8630330696303481313	1.00000	12.28963	13.76179	13.69445	14.97951	11.82281	53.87687	68.85166	51.18151	68.15950	10.31976
2018-05-05 10:58:00	863033069630348727	1.00000	15.85986	13.70022	13.34191	11.64323	12.29350	62.53935	56.36698	44.51359	4.18074	3.74952
2018-05-05 10:59:00	359043379931766460	1.00000	12.51861	16.17626	14.46530	13.78433	14.80631	61.35901	55.56657	45.62358	32.63193	31.85620
2018-05-05 11:00:00	8630330696303482139	1.00000	14.78999	7.67315	16.16971	9.09112	9.02130	52.00576	59.77663	48.03979	92.10776	81.63363
2018-05-05 11:01:00	8630330696303481057	1.00000	12.26166	8.55158	11.63161	7.44797	9.65381	53.13299	47.63269	87.00476	30.80944	81.78876
2018-05-05 11:02:00	8630330696303481941	1.00000	14.39645	9.32992	14.41953	10.85721	9.01382	63.97727	49.52816	59.88176	49.83036	79.82808
2018-05-05 11:03:00	359043379931766734	1.00000	11.35856	8.31261	14.01074	7.43288	10.42861	48.37978	17.24876	50.35640	70.74666	7.25727
2018-05-05 11:04:00	359043379931766510	1.00000	13.51048	10.51446	10.40057	12.83513	10.14244	54.43050	35.21261	62.48204	79.69409	21.09974
2018-05-05 11:05:00	359043379931766528	0.00000	11.19715	11.83066	13.07675	14.73125	12.72719	51.50330	52.45603	62.46568	46.74380	87.72053
2018-05-05 11:06:00	359043379931766775	1.00000	13.78176	7.85851	11.83119	11.19381	11.80296	62.41113	46.91562	44.26127	50.85585	28.92364
2018-05-05 11:07:00	863033069630348925	1.00000	14.69527	10.56104	14.79459	8.39910	9.39385	58.39614	37.74687	30.20341	1.38189	55.69498
2018-05-05 11:08:00	8630330696303481826	1.00000	12.91699	8.85874	9.75285	9.59803	9.67045	38.33587	36.33031	46.40119	51.27372	0.60491
2018-05-05 11:09:00	8630330696303481222	1.00000	11.41698	10.91892	9.11053	7.84078	7.56409	64.82596	66.71350	37.32315	93.91542	83.14009
2018-05-05 11:10:00	359043379931766940	1.00000	12.15522	14.10318	15.29972	11.34863	11.25285	35.37795	47.59034	63.13905	12.35119	87.66481
2018-05-05 11:11:00	8630330696303482402	1.00000	14.78307	9.69280	13.92035	10.16843	6.17164	63.62520	54.95467	53.99132	51.92094	32.66868
2018-05-05 11:12:00	359043379931766932	1.00000	12.10761	9.29776	9.71405	11.59439	13.13732	59.47167	44.62608	57.79337	91.13665	35.84685
2018-05-05 11:13:00	359043379931766114	0.00000	13.01125	10.15299	15.28236	9.55935	7.70361	38.86058	55.51859	86.30529	6.05466	20.67618
2018-05-05 11:14:00	8630330696303481701	1.00000	11.21616	7.22930	12.02702	10.42587	14.36070	49.48456	51.48174	56.29655	98.03024	58.20573
2018-05-05 11:15:00	8630330696303481578	0.00000	11.60792	12.98719	11.07552	14.18248	14.23517	57.91501	74.49588	32.02371	91.37737	20.79591
2018-05-05 11:16:00	3590433799317662428	0.00000	11.79847	13.48809	8.84818	15.17708	13.44667	58.24873	48.59009	65.08866	21.16953	71.85464
2018-05-05 11:17:00	8630330696303481628	1.00000	15.89154	9.67205	18.92345	9.25859	8.06037	70.08057	53.57004	56.44074	64.42833	92.40769
2018-05-05 11:18:00	359043379931766502	1.00000	15.92962	12.57615	13.73033	11.35711	10.30306	81.52448	55.34477	57.88773	63.54980	35.81066
2018-05-05 11:19:00	359043379931766858	1.00000	15.24471	13.86834	14.58340	11.74972	12.57093	56.27867	61.25698	48.09313	63.34095	32.71356
2018-05-05 11:20:00	3590433799317661875	1.00000	13.07698	11.67735	12.53914	13.28903	11.29214	79.86954	56.84715	53.49986	69.72490	13.99889
2018-05-05 11:21:00	8630330696303481891	1.00000	14.55104	9.44282	10.86819	9.10852	7.73686	46.97210	43.04538	47.72479	95.01963	29.63801
2018-05-05 11:22:00	8630330696303481123	1.00000	12.68061	12.87990	11.53250	13.48512	14.79815	55.72219	85.24514	42.08481	5.20370	45.19447
2018-05-05 11:23:00	359043379931766874	1.00000	12.70937	8.65047	10.44953	9.10904	7.83140	68.37419	63.69571	35.50878	32.26171	52.97172
2018-05-05 11:24:00	863033069630348214	1.00000	13.52355	8.09008	12.03428	7.85613	13.32566	69.22826	43.49121	25.39651	57.66234	21.79217
2018-05-05 11:25:00	863033069630348842	1.00000	13.87652	9.60737	12.85558	13.01468	11.88248	48.14186	36.60735	59.00024	62.58321	87.33134
2018-05-05 11:26:00	863033069630348966	1.00000	12.32301	15.26024	11.13687	13.90199	14.59659	59.92957	62.68086	53.78882	25.56297	4.69343
2018-05-05 11:27:00	359043379931766510	1.00000	16.86047	11.54320	13.85451	12.70935	11.16559	62.96249	72.94174	52.10860	71.57680	27.81784
2018-05-05 11:28:00	3590433799317661586	0.00000	14.42653	12.28126	8.08925	14.91877	11.39327	71.93266	62.57823	60.01307	62.78423	74.79287
2018-05-05 11:29:00	8630330696303482451	0.00000	16.52350	11.43025	14.98667	10.88892	12.16208	65.81126	48.95269	60.31067	24.29383	37.89364
2018-05-05 11:30:00	3590433799317662212	1.00000	8.82265	11.68019	12.37875	9.47913	8.10287	57.58035	49.74989	55.36799	58.43282	53.74532
2018-05-05 11:31:00	359043379931766437	1.00000	12.90684	11.22680	12.00034	8.20563	9.35494	47.48072	66.50817	56.54157	6.25903	56.56810
2018-05-05 11:32:00	863033069630348024	1.00000	13.26332	7.82755	12.07113	9.75975	8.78254	38.17870	47.13712	42.83741	95.16700	0.27875
2018-05-05 11:33:00	863033069630348404	1.00000	9.37060	12.95105	7.84059	14.67422	9.63411	66.80385	50.29988	53.37254	75.89487	91.76689
2018-05-05 11:34:00	3590433799317662006	1.00000	14.14026	14.99456	16.54910	11.10836	10.58367	60.41038	78.70122	43.80228	63.19007	68.98828
2018-05-05 11:35:00	3590433799317662105	0.00000	12.84124	10.58110	13.68264	11.04784	13.52735	75.52846	41.15410	67.86507	70.52662	8.94281
2018-05-05 11:36:00	863033069630348941	1.00000	14.22218	5.62732	13.75027	11.07163	9.84249	67.71971	72.31038	45.89278	66.38747	50.07467
2018-05-05 11:37:00	359043379931766817	1.00000	8.78195	3.46340	13.12528	12.44905	14.94026	60.99734	81.98316	34.42315	77.63296	85.91078
2018-05-05 11:38:00	359043379931766478	1.00000	14.78229	16.12040	16.06051	10.34582	10.57121	59.85927	44.67955	60.87463	3.58349	56.76893
2018-05-05 11:39:00	359043379931766981	0.00000	9.96838	11.28696	12.83733	13.26643	15.89991	37.81723	57.17972	62.00932	93.46076	33.64039
2018-05-05 11:40:00	3590433799317662071	0.00000	13.11146	13.34883	12.52503	13.67423	15.37423	66.60191	31.43024	61.38216	37.96972	59.46325
2018-05-05 11:41:00	863033069630348792	1.00000	12.97718	8.77390	9.15323	10.98744	10.24260	73.83009	54.83369	51.00992	88.44952	76.67143
2018-05-05 11:42:00	8630330696303482204	1.00000	10.65516	7.71484	15.13336	6.05932	10.25973	58.19886	42.48873	63.50553	64.22776	80.14317
2018-05-05 11:43:00	359043379931766783	1.00000	11.33048	11.28892	10.14105	13.74734	11.44885	59.67760	52.65518	68.88207	42.59467	33.97463
2018-05-05 11:44:00	3590433799317662097	1.00000	10.40920	10.14418	10.45641	12.63028	12.32041	58.09446	46.93322	38.11463	92.31031	63.89871
2018-05-05 11:45:00	863033069630348909	1.00000	12.71746	19.31763	12.77866	15.68856	14.02786	66.69269	64.25636	59.10258	81.56024	80.26447
2018-05-05 11:46:00	863033069630348453	0.00000	16.94341	8.91896	13.83832	13.51666	11.59006	69.23560	25.43518	72.98826	35.99152	15.30649
2018-05-05 11:47:00	359043379931766122	0.00000	11.87049	14.08752	11.58771	12.34936	13.02603	79.60893	36.95927	71.71674	61.79437	68.31780
2018-05-05 11:48:00	359043379931766726	0.00000	15.32998	12.53659	7.34344	14.01493	11.53737	79.57800	50.42389	54.31077	18.99997	30.35604
2018-05-05 11:49:00	3590433799317661941	1.00000	15.42037	7.49156	13.23326	11.20356	13.30738	58.54427	69.59259	43.84922	0.68612	44.90968
2018-05-05 11:50:00	359043379931766080	0.00000	17.93734	9.64379	12.58332	11.98887	10.10035	77.45324	58.77618	37.46257	4.51446	19.42627
2018-05-05 11:51:00	8630330696303481636	0.00000	14.36771	11.41234	12.49479	8.33594	13.52434	64.24313	61.69869	47.90363	46.34958	86.42735
2018-05-05 11:52:00	8630330696303482030	1.00000	12.95874	9.19148	11.92572	9.88932	10.05676	57.21312	53.28893	43.71716	42.80436	72.68060
2018-05-05 11:53:00	359043379931766304	0.00000	15.81079	13.21539	10.35169	12.03299	14.54935	69.27922	57.22650	50.15432	35.19110	89.01855
2018-05-05 11:54:00	8630330696303481875	1.00000	13.30875	15.38509	12.75405	14.84912	15.01338	66.69084	43.47975	68.33268	95.54627	8.66544
2018-05-05 11:55:00	8630330696303482386	1.00000	12.76635	12.29396	9.29390	12.33080	15.84476	65.11322	50.81142	35.75461	84.81681	95.20164
2018-05-05 11:56:00	3590433799317662246	0.00000	11.23002	13.63780	12.34526	15.45868	13.19585	60.55662	50.85950	51.55676	61.74844	39.80851
2018-05-05 11:57:00	8630330696303481206	1.00000	14.04903	16.14230	9.90342	13.25180	13.65788	67.79614	54.10192	60.79341	10.77314	8.54592
2018-05-05 11:58:00	3590433799317661420	0.00000	13.66827	13.65056	11.12516	11.00607	10.27591	81.02395	41.61220	35.74898	38.11936	78.25718
2018-05-05 11:59:00	3590433799317661073	0.00000	13.21212	8.80095	13.17857	12.69680	11.68747	65.07657	36.04424	45.81744	39.61089	15.91330
2018-05-05 12:00:00	863033069630348172	1.00000	12.11598	9.38167	9.92307	9.54768	8.91219	63.34763	37.33895	62.90673	83.57574	38.08990
2018-05-05 12:01:00	3590433799317661628	1.00000	14.43359	9.23342	11.79129	11.43062	12.49061	55.68146	46.86211	41.30360	3.03734	75.65346
2018-05-05 12:02:00	8630330696303481362	0.00000	10.26198	8.52486	10.97124	15.23130	13.69559	59.30036	50.05584	56.67038	53.41623	86.07484
2018-05-05 12:03:00	3590433799317661701	1.00000	10.68412	8.23874	12.01305	15.72386	11.98054	50.32668	57.92943	49.98558	34.04278	38.19148
2018-05-05 12:04:00	863033069630348610	1.00000	14.35737	7.86642	14.49498	7.57135	10.20885	62.44228	49.88778	31.63974	89.78558	83.32882
2018-05-05 12:05:00	3590433799317661396	1.00000	11.52385	10.26997	12.02880	12.92135	11.11734	61.18518	37.10434	63.40565	39.36858	18.54081
2018-05-05 12:06:00	8630330696303481644	1.00000	13.93366	14.91099	15.44906	10.99792	12.33160	59.91698	70.68361	34.88774	6.40204	49.40985
2018-05-05 12:07:00	3590433799317661180	1.00000	13.15214	13.40125	9.77277	14.06526	16.39054	36.86453	49.62529	47.10842	31.37322	20.57525
2018-05-05 12:08:00	3590433799317661602	0.00000	12.87517	15.02424	14.31693	9.82004	11.28806	65.13536	29.63534	54.51575	16.98908	52.70156
2018-05-05 12:09:00	3590433799317661800	0.00000	16.43280	11.66742	9.30693	10.63231	16.90128	52.72177	57.54112	60.53347	6.63218	34.16988
2018-05-05 12:10:00	8630330696303481248	1.00000	12.81676	15.16388	15.07769	10.26894	12.06332	66.59227	51.38959	37.30289	48.99814	60.19412
2018-05-05 12:11:00	3590433799317661354	0.00000	12.16542	14.67592	9.77091	8.12282	10.87598	48.51288	48.28082	56.25316	48.92453	0.29039
2018-05-05 12:12:00	359043379931766635	0.00000	13.80621	10.81156	11.37790	11.25719	12.14710	40.22755	34.48612	39.93526	37.09100	11.52636
2018-05-05 12:13:00	8630330696303482469	1.00000	7.65295	9.62060	10.66599	6.96527	8.60088	60.84120	73.76993	54.78997	93.65124	19.39166
2018-05-05 12:14:00	359043379931766643	0.00000	15.77593	8.70685	11.93007	10.98741	10.52997	66.41031	68.30767	40.56290	30.94690	46.26315
2018-05-05 12:15:00	863033069630348933	1.00000	12.92251	12.89142	12.23032	13.87933	13.41924	49.12735	40.53933	64.03384	84.61650	47.16495
2018-05-05 12:16:00	359043379931766791	1.00000	13.02832	8.11696	12.20546	12.43072	12.49043	52.62090	43.11696	56.04570	75.25659	26.92638
2018-05-05 12:17:00	8630330696303482188	0.00000	13.10923	14.07438	11.67597	12.50246	14.05708	60.41727	56.95557	44.09394	40.90718	71.96505
2018-05-05 12:18:00	3590433799317661925	1.00000	13.17427	11.88533	13.72713	12.30169	13.70654	73.16285	59.53587	52.63797	30.35672	68.77717
2018-05-05 12:19:00	359043379931766700	1.00000	15.40632	14.59225	13.37825	13.36233	12.21195	52.09355	52.96716	43.38046	57.22778	44.15134
2018-05-05 12:20:00	8630330696303481701	1.00000	13.92395	11.69212	14.89712	12.88226	11.83713	77.06030	47.70809	59.77315	82.83962	47.56339
2018-05-05 12:21:00	3590433799317661735	0.00000	11.30843	9.49995	4.71805	17.49820	8.29792	52.08129	60.31928	30.38288	99.07308	78.23685
2018-05-05 12:22:00	8630330696303481677	1.00000	11.49409	17.56623	10.67438	14.32448	15.61448	50.82982	57.96200	55.16441	94.89506	79.30368
2018-05-05 12:23:00	3590433799317661602	0.00000	10.35272	10.10987	13.17287	14.39085	14.07831	69.39925	72.30897	37.11402	31.53010	95.42082
2018-05-05 12:24:00	3590433799317661578	1.00000	12.77301	6.98920	13.36662	7.82103	12.00184	61.27464	70.14099	57.31007	39.15605	29.34304
2018-05-05 12:25:00	359043379931766015	1.00000	11.33882	11.84541	12.23976	14.51805	13.64445	77.50804	44.37903	63.79546	54.58923	85.72810
2018-05-05 12:26:00	3590433799317661990	1.00000	12.81052	9.82041	13.85707	12.71133	10.89984	40.26887	79.89225	59.98394	15.11377	27.66939
2018-05-05 12:27:00	3590433799317662451	0.00000	14.46986	13.12957	8.71417	10.63240	9.46389	66.95037	70.34674	27.96591	6.19172	91.06787
2018-05-05 12:28:00	359043379931766148	1.00000	14.94435	9.71598	11.11701	10.82659	10.23905	67.86153	53.51843	33.24029	90.32114	94.13638
2018-05-05 12:29:00	863033069630348149	0.00000	12.19444	15.64224	12.03982	11.49562	15.02679	58.77701	34.97805	63.73740	32.98127	98.97339
2018-05-05 12:30:00	359043379931766130	1.00000	7.86069	10.25221	11.58074	12.54195	7.01142	63.25890	48.50770	24.42894	52.24188	16.17996
2018-05-05 12:31:00	359043379931766080	0.00000	13.32592	10.42927	10.85946	12.43136	11.94223	72.53966	69.55188	54.13123	34.01619	78.75909
2018-05-05 12:32:00	359043379931766981	0.00000	12.87344	11.56002	12.44496	9.32814	13.67050	67.72635	50.67321	45.08599	73.27916	32.38263
2018-05-05 12:33:00	863033069630348859	0.00000	11.07109	11.93199	9.59550	17.78572	10.87175	64.77639	71.51553	46.15896	50.26749	59.07228
2018-05-05 12:34:00	863033069630348495	0.00000	15.55388	8.28533	15.13625	14.83443	11.86317	59.68221	57.09313	60.46255	39.93698	82.41976
2018-05-05 12:35:00	8630330696303482246	0.00000	8.73895	11.66503	11.90692	17.93474	15.00522	57.94331	55.76930	42.26221	69.10893	53.57720
2018-05-05 12:36:00	359043379931766189	1.00000	12.85771	13.50316	9.98782	14.87548	14.05710	57.51205	53.48942	62.99998	92.55318	37.13058
2018-05-05 12:37:00	3590433799317662477	1.00000	6.24574	12.03058	12.68923	7.91783	3.95805	67.12460	58.08421	32.38435	43.92025	69.25191
2018-05-05 12:38:00	8630330696303481826	1.00000	10.27480	10.99915	12.04644	12.86179	12.61136	56.46736	51.91919	66.88982	73.90085	5.33996
2018-05-05 12:39:00	8630330696303481149	1.00000	13.45899	14.38451	14.00403	10.81396	9.04186	57.62262	52.95039	66.01321	25.04266	59.00936
2018-05-05 12:40:00	359043379931766395	1.00000	11.14588	9.97449	11.93097	9.41845	6.49624	36.07396	48.38494	38.11301	32.12203	95.12768
2018-05-05 12:41:00	359043379931766726	0.00000	14.16416	14.66499	8.80543	9.01145	12.55931	66.48039	62.98871	42.16817	19.82111	80.48802
2018-05-05 12:42:00	359043379931766932	0.00000	10.25359	14.17523	9.17789	13.23344	13.37817	45.06904	46.55856	47.23482	19.79743	68.69118
2018-05-05 12:43:00	3590433799317661032	1.00000	12.63834	9.26107	12.46341	10.87803	11.86691	61.26849	47.47501	77.47499	14.10427	54.10677
2018-05-05 12:44:00	863033069630348115	0.00000	12.77009	13.03828	5.73137	11.45232	12.09729	57.30259	59.20744	52.14619	19.79808	49.90824
2018-05-05 12:45:00	863033069630348578	0.00000	12.85121	15.71040	11.45494	11.60924	11.85075	65.62099	52.30045	51.66502	54.15985	40.63403
2018-05-05 12:46:00	3590433799317661297	1.00000	13.62050	10.74989	12.15896	10.29973	8.45444	56.00617	50.41969	50.58179	93.36153	26.29953
2018-05-05 12:47:00	359043379931766262	1.00000	12.79832	8.14126	11.98808	12.57623	11.12111	54.29832	62.91861	45.73463	21.11823	13.77354
2018-05-05 12:48:00	3590433799317661651	0.00000	11.43976	8.73262	13.57192	8.83872	9.28603	63.94530	55.14316	70.49208	82.13150	77.39040
2018-05-05 12:49:00	3590433799317661412	0.00000	15.31518	12.85405	12.61303	6.63035	11.99509	67.33720	64.63285	43.18646	95.42679	43.36700
2018-05-05 12:50:00	3590433799317662337	1.00000	12.70379	9.49750	11.47871	8.21305	10.35243	51.73342	40.98945	56.45683	87.33588	34.29234
2018-05-05 12:51:00	3590433799317661321	0.00000	14.07420	10.38644	15.08169	10.86093	13.76925	66.14027	58.82579	48.49287	18.68617	38.75594
2018-05-05 12:52:00	8630330696303481875	1.00000	12.68146	17.69990	12.12582	15.36401	14.44183	61.51974	54.07586	20.79582	67.51873	69.75323
2018-05-05 12:53:00	3590433799317661354	1.00000	13.11869	15.57230	12.36883	14.47130	12.58696	64.60968	58.77174	62.62664	18.19666	48.59588
2018-05-05 12:54:00	3590433799317661503	0.00000	11.35862	15.44150	13.44715	13.16749	11.92449	51.21877	59.50589	46.15811	4.23860	11.19252
2018-05-05 12:55:00	3590433799317661727	1.00000	11.26606	7.07391	15.00481	4.78409	12.42877	60.54402	75.78986	35.37826	39.93930	94.14215
2018-05-05 12:56:00	863033069630348149	0.00000	13.41553	8.02402	13.22333	7.85782	11.55923	66.17404	57.78880	48.56926	57.71760	68.86182
2018-05-05 12:57:00	863033069630348446	1.00000	11.76100	15.89556	13.03614	11.36603	15.40109	69.62272	61.41357	38.63339	64.11769	98.32350
2018-05-05 12:58:00	8630330696303481487	0.00000	13.50198	12.97639	9.25765	11.57115	16.89722	69.38650	61.71885	55.90620	9.18438	47.98422
2018-05-05 12:59:00	8630330696303481933	1.00000	14.62930	10.45165	16.03791	9.44624	12.63094	52.60808	64.71742	52.84099	21.88586	69.20352
2018-05-05 13:00:00	863033069630348867	1.00000	13.02916	11.01486	11.62633	6.81540	8.20417	57.69614	50.84594	61.39965	29.94245	29.13402
2018-05-05 13:01:00	8630330696303481123	1.00000	11.70235	12.18006	10.93257	13.32282	11.46363	48.64285	45.68045	66.61307	28.19263	32.02737
